,packet_size,inter_arrival_time,src_port,dst_port,packet_count_5s,spectral_entropy,frequency_band_energy,label,protocol_type_TCP,protocol_type_UDP,src_ip_192.168.1.2,src_ip_192.168.1.3,dst_ip_192.168.1.5,dst_ip_192.168.1.6,tcp_flags_FIN,tcp_flags_SYN,tcp_flags_SYN-ACK,packet_size_log,inter_arrival_time_log,packet_count_5s_log,spectral_entropy_log,frequency_band_energy_log,size_per_packet,inter_arrival_per_packet,entropy_minus_energy,packet_size,inter_arrival_time,packet_count_5s,spectral_entropy,frequency_band_energy,packet_size inter_arrival_time,packet_size packet_count_5s,packet_size spectral_entropy,packet_size frequency_band_energy,inter_arrival_time packet_count_5s,inter_arrival_time spectral_entropy,inter_arrival_time frequency_band_energy,packet_count_5s spectral_entropy,packet_count_5s frequency_band_energy,spectral_entropy frequency_band_energy,SYN_ACK_ratio,FIN_SYN_ratio,TCP_vs_UDP
0,0.4051539012168933,0.620362331667024,62569,443,0.8571428571428571,0.8340663956566345,0.5348906847626227,0.0,0,1,1,0,0,0,0,0,0,0.34014683501949927,0.48264978575863754,0.6190392084062234,0.6065355758270835,0.42845916336488554,0.21815979296294255,0.33404125551301295,0.29917571089401185,0.4051539012168933,0.620362331667024,0.8571428571428571,0.8340663956566345,0.5348906847626227,0.2513422188429031,0.3472747724716228,0.3379252540741984,0.21671304765615207,0.5317391414288777,0.5174233739746604,0.33182603238631175,0.7149140534199724,0.45847772979653373,0.4461343455102698,0.0,0.0,0.0
1,0.5275590551181102,0.7412876526349436,59382,443,0.7857142857142857,0.1471958101503094,0.990756601983374,0.0,0,1,0,0,0,1,0,1,0,0.42367107260473685,0.554624869789036,0.5798184952529422,0.137320538616582,0.6885147684796301,0.29543307086614173,0.4151210854755684,-0.8435607918330646,0.5275590551181102,0.7412876526349436,0.7857142857142857,0.1471958101503094,0.990756601983374,0.3910730135948127,0.4145106861642294,0.07765448252024196,0.5226826167943783,0.5824402984988842,0.10911443658402165,0.7344356358168284,0.11565385083238594,0.7784516158440795,0.14583522069071037,0.0,0.0,0.0
2,0.2261989978525411,0.485115935794268,65484,80,0.2857142857142857,0.8551924392708292,0.0317811293023628,0.0,0,1,0,0,1,0,0,0,0,0.20391913906715803,0.3954928404491934,0.2513144282809061,0.6179884315254971,0.03128656055703878,0.17593255388530976,0.37731239450665294,0.8234113099684665,0.2261989978525411,0.485115935794268,0.2857142857142857,0.8551924392708292,0.0317811293023628,0.10973273851896109,0.06462828510072603,0.19344367273413168,0.007188859598816494,0.13860455308407657,0.414867480461051,0.01541753228211436,0.24434069693452262,0.009080322657817943,0.02717898149086927,0.0,0.0,0.0
3,0.5733715103793844,0.4509652837839836,51707,53,0.1428571428571429,0.1532200747128422,0.1699580083824291,0.0,0,0,0,1,0,0,0,0,0,0.45322077570660485,0.3722290478983787,0.13353139262452268,0.14255809446344514,0.15696785789416545,0.5017000715819614,0.39459462331098566,-0.016737933669586896,0.5733715103793844,0.4509652837839836,0.1428571428571429,0.1532200747128422,0.1699580083824291,0.2585706458918904,0.08191021576848351,0.08785202565854446,0.09744907996730545,0.06442361196914054,0.06909693447428006,0.07664516148154281,0.02188858210183461,0.024279715483204168,0.02604097874240165,0.0,0.0,0.0
4,0.651395848246242,0.8887398441895347,26915,53,0.7142857142857143,0.923915598757981,0.5520532009424409,0.0,1,0,0,1,0,0,0,1,0,0.5016208989167918,0.635909857589448,0.538996500732687,0.654362483691897,0.43957870013127526,0.37998091147697444,0.5184315757772285,0.3718623978155401,0.651395848246242,0.8887398441895347,0.7142857142857143,0.923915598757981,0.5520532009424409,0.5789214446760749,0.4652827487473157,0.6018347851608896,0.3596051631049544,0.6348141744210962,0.8211206052844486,0.49063167578991884,0.6599397133985578,0.3943237149588864,0.5100505636949954,0.0,0.0,1.0
5,0.5683607730851825,0.207250279401885,2619,53,0.9285714285714284,0.113374691367702,0.582345905282907,0.0,1,0,1,0,0,0,0,0,0,0.4500309803385047,0.18834527720812858,0.6567795363890704,0.10739566556559359,0.45890849606620543,0.29470558604416874,0.10746310783801447,-0.46897121391520497,0.5683607730851825,0.207250279401885,0.9285714285714284,0.113374691367702,0.582345905282907,0.11779292902297545,0.5277635750076693,0.06443772723404108,0.3309825689295835,0.19244668801603604,0.02349693646305872,0.12069135157842613,0.10527649912715183,0.5407497691912706,0.06602328728069459,0.0,0.0,1.0
6,0.5719398711524696,0.3639081792853329,14582,53,0.7142857142857143,0.8744573929115154,0.7605478943211209,0.0,0,0,1,0,0,0,0,1,0,0.45231044337245946,0.3103542399158713,0.538996500732687,0.6283192270936866,0.5656250641966971,0.33363159150560723,0.2122797712497775,0.11390949859039445,0.5719398711524696,0.3639081792853329,0.7142857142857143,0.8744573929115154,0.7605478943211209,0.20813359717178312,0.4085284793946211,0.5001370486301365,0.43498766468330397,0.2599344137752378,0.31822219771702853,0.2767695994816929,0.6246124235082253,0.5432484959436578,0.66506672885239,0.0,0.0,0.0
7,0.1732283464566929,0.0753350090678578,5724,443,0.4285714285714286,0.5417473564287594,0.1750546539881762,0.0,0,0,1,0,1,0,0,0,1,0.1597592194868679,0.0726322493733006,0.3566749439387324,0.4329164202317664,0.16131466054686863,0.12125984251968504,0.05273450634750046,0.36669270244058316,0.1732283464566929,0.0753350090678578,0.4285714285714286,0.5417473564287594,0.1750546539881762,0.013050159051124973,0.07424071991001126,0.09384599875143863,0.03032442824992029,0.03228643245765334,0.040812542009048575,0.013187743945569964,0.2321774384694683,0.07502342313778981,0.09483539602864564,1.0,0.0,0.0
8,0.9677881173944164,0.4934608409619139,28474,443,0.0714285714285714,0.3306550432576598,0.0239060865817436,0.0,0,0,0,0,0,0,1,0,0,0.6769101289082837,0.4010961386864392,0.06899287148695142,0.28567133471614853,0.023624810088967826,0.903268909568122,0.460563451564453,0.30674895667591623,0.9677881173944164,0.4934608409619139,0.0714285714285714,0.3306550432576598,0.0239060865817436,0.4775655382823962,0.0691277226710297,0.3200040218212999,0.023136026527213558,0.03524720292585098,0.16316531571422282,0.011796717588735522,0.023618217375547118,0.001707577612981685,0.007904668092807791,0.0,1.0,0.0
9,0.364352183249821,0.434361652894239,22620,443,0.5714285714285714,0.0567887132502287,0.1722458877063803,0.0,0,1,0,1,0,1,0,0,0,0.31067972495718554,0.3607199090517072,0.4519851237430572,0.055234794049934186,0.1589214709467544,0.2318604802498861,0.27641196093269754,-0.1154571744561516,0.364352183249821,0.434361652894239,0.5714285714285714,0.0567887132502287,0.1722458877063803,0.1582606165520169,0.20820124757132627,0.020691091656668867,0.06275816524162317,0.248206658796708,0.02466683935310631,0.07481700848837883,0.03245069328584497,0.09842622154650302,0.009781622325488725,0.0,0.0,0.0
